% Model,Untitled.mph
% Version,COMSOL 5.6.0.401
% Date,"Jan 28 2022, 23:51"
% Table,Table 2 - Surface Integration 1
% shift (m),I_0 (A),d_cover (m),r_0 (m),-mf.Jphi*mf.Br (N)
0.0011210526315789473,0.25,0.0014000000000000002,4.0E-4,0.02871713134133171
0.0011210526315789473,0.25,0.0014000000000000002,5.0E-4,0.011762536997408124
0.0011210526315789473,0.25,0.0015,1.0E-4,6.860891953642897
0.0011210526315789473,0.25,0.0015,2.0E-4,0.42880574710266506
0.0011210526315789473,0.25,0.0015,3.0000000000000003E-4,0.0847023697980183
0.0011210526315789473,0.25,0.0015,4.0E-4,0.02680035919391905
0.0011210526315789473,0.25,0.0015,5.0E-4,0.010977427125823152
0.0011210526315789473,0.5,5.0E-4,1.0E-4,79.2772646946394
0.0011210526315789473,0.5,5.0E-4,2.0E-4,4.954829043415028
0.0011210526315789473,0.5,5.0E-4,3.0000000000000003E-4,0.9787316628967869
0.0011210526315789473,0.5,5.0E-4,4.0E-4,0.30967681521342527
0.0011210526315789473,0.5,5.0E-4,5.0E-4,0.12684362351139483
0.0011210526315789473,0.5,6.000000000000001E-4,1.0E-4,70.73857138891861
0.0011210526315789473,0.5,6.000000000000001E-4,2.0E-4,4.421160711808382
0.0011210526315789473,0.5,6.000000000000001E-4,3.0000000000000003E-4,0.8733156961596369
0.0011210526315789473,0.5,6.000000000000001E-4,4.0E-4,0.2763225444880133
0.0011210526315789473,0.5,6.000000000000001E-4,5.0E-4,0.11318171422227437
0.0011210526315789473,0.5,7.0E-4,1.0E-4,62.81750073569505
0.0011210526315789473,0.5,7.0E-4,2.0E-4,3.926093795980358
0.0011210526315789473,0.5,7.0E-4,3.0000000000000003E-4,0.775524700440836
0.0011210526315789473,0.5,7.0E-4,4.0E-4,0.24538086224899053
0.0011210526315789473,0.5,7.0E-4,5.0E-4,0.10050800117711157
0.0011210526315789473,0.5,8.0E-4,1.0E-4,58.11175094022386
0.0011210526315789473,0.5,8.0E-4,2.0E-4,3.631984433763991
0.0011210526315789473,0.5,8.0E-4,3.0000000000000003E-4,0.7174290239532903
0.0011210526315789473,0.5,8.0E-4,4.0E-4,0.2269990271102547
0.0011210526315789473,0.5,8.0E-4,5.0E-4,0.0929788015043289
0.0011210526315789473,0.5,9.0E-4,1.0E-4,51.46124273456316
0.0011210526315789473,0.5,9.0E-4,2.0E-4,3.216327670910431
0.0011210526315789473,0.5,9.0E-4,3.0000000000000003E-4,0.635323984377349
0.0011210526315789473,0.5,9.0E-4,4.0E-4,0.20102047943188733
0.0011210526315789473,0.5,9.0E-4,5.0E-4,0.0823379883753071
0.0011210526315789473,0.5,0.001,1.0E-4,45.14099729187887
0.0011210526315789473,0.5,0.001,2.0E-4,2.8213123307413817
0.0011210526315789473,0.5,0.001,3.0000000000000003E-4,0.5572962628626289
0.0011210526315789473,0.5,0.001,4.0E-4,0.17633202067132114
0.0011210526315789473,0.5,0.001,5.0E-4,0.07222559566697317
0.0011210526315789473,0.5,0.0011,1.0E-4,39.364810617234845
0.0011210526315789473,0.5,0.0011,2.0E-4,2.4603006635776365
0.0011210526315789473,0.5,0.0011,3.0000000000000003E-4,0.48598531626228203
0.0011210526315789473,0.5,0.0011,4.0E-4,0.15376879147358247
0.0011210526315789473,0.5,0.0011,5.0E-4,0.06298369698759132
0.0011210526315789473,0.5,0.0012000000000000001,1.0E-4,34.685860267092636
0.0011210526315789473,0.5,0.0012000000000000001,2.0E-4,2.1678662666959903
0.0011210526315789473,0.5,0.0012000000000000001,3.0000000000000003E-4,0.4282204971251414
0.0011210526315789473,0.5,0.0012000000000000001,4.0E-4,0.13549164166852087
0.0011210526315789473,0.5,0.0012000000000000001,5.0E-4,0.055497376427418095
0.0011210526315789473,0.5,0.0013,1.0E-4,31.62115951337816
0.0011210526315789473,0.5,0.0013,2.0E-4,1.9763224695864412
0.0011210526315789473,0.5,0.0013,3.0000000000000003E-4,0.3903846853503449
0.0011210526315789473,0.5,0.0013,4.0E-4,0.12352015434914428
0.0011210526315789473,0.5,0.0013,5.0E-4,0.050593855221409204
0.0011210526315789473,0.5,0.0014000000000000002,1.0E-4,29.406342493528257
0.0011210526315789473,0.5,0.0014000000000000002,2.0E-4,1.8378964058455225
0.0011210526315789473,0.5,0.0014000000000000002,3.0000000000000003E-4,0.3630412653520502
0.0011210526315789473,0.5,0.0014000000000000002,4.0E-4,0.11486852536532596
0.0011210526315789473,0.5,0.0014000000000000002,5.0E-4,0.047050147989645116
0.0011210526315789473,0.5,0.0015,1.0E-4,27.44356781456452
0.0011210526315789473,0.5,0.0015,2.0E-4,1.7152229884107242
0.0011210526315789473,0.5,0.0015,3.0000000000000003E-4,0.3388094791921754
0.0011210526315789473,0.5,0.0015,4.0E-4,0.10720143677566626
0.0011210526315789473,0.5,0.0015,5.0E-4,0.04390970850331313
0.0011210526315789473,0.75,5.0E-4,1.0E-4,178.37384556289894
0.0011210526315789473,0.75,5.0E-4,2.0E-4,11.148365347681183
0.0011210526315789473,0.75,5.0E-4,3.0000000000000003E-4,2.20214624151734
0.0011210526315789473,0.75,5.0E-4,4.0E-4,0.696772834230074
0.0011210526315789473,0.75,5.0E-4,5.0E-4,0.2853981529007482
0.0011210526315789473,0.75,6.000000000000001E-4,1.0E-4,159.16178562507145
0.0011210526315789473,0.75,6.000000000000001E-4,2.0E-4,9.947611601565372
0.0011210526315789473,0.75,6.000000000000001E-4,3.0000000000000003E-4,1.9649603163589198
0.0011210526315789473,0.75,6.000000000000001E-4,4.0E-4,0.6217257250979371
0.0011210526315789473,0.75,6.000000000000001E-4,5.0E-4,0.2546588570001616
0.0011210526315789473,0.75,7.0E-4,1.0E-4,141.3393766553104
0.0011210526315789473,0.75,7.0E-4,2.0E-4,8.833711040956032
0.0011210526315789473,0.75,7.0E-4,3.0000000000000003E-4,1.744930575992819
0.0011210526315789473,0.75,7.0E-4,4.0E-4,0.552106940059942
0.0011210526315789473,0.75,7.0E-4,5.0E-4,0.22614300264854173
0.0011210526315789473,0.75,8.0E-4,1.0E-4,130.75143961548704
0.0011210526315789473,0.75,8.0E-4,2.0E-4,8.171964975968317
0.0011210526315789473,0.75,8.0E-4,3.0000000000000003E-4,1.6142153038951397
0.0011210526315789473,0.75,8.0E-4,4.0E-4,0.5107478109980705
0.0011210526315789473,0.75,8.0E-4,5.0E-4,0.2092023033847894
0.0011210526315789473,0.75,9.0E-4,1.0E-4,115.78779615277182
0.0011210526315789473,0.75,9.0E-4,2.0E-4,7.23673725954851
0.0011210526315789473,0.75,9.0E-4,3.0000000000000003E-4,1.4294789648490933
0.0011210526315789473,0.75,9.0E-4,4.0E-4,0.45229607872179584
0.0011210526315789473,0.75,9.0E-4,5.0E-4,0.18526047384444247
0.0011210526315789473,0.75,0.001,1.0E-4,101.56724390671421
0.0011210526315789473,0.75,0.001,2.0E-4,6.347952744167549
0.0011210526315789473,0.75,0.001,3.0000000000000003E-4,1.2539165914405084
0.0011210526315789473,0.75,0.001,4.0E-4,0.3967470465104741
0.0011210526315789473,0.75,0.001,5.0E-4,0.16250759025068987
0.0011210526315789473,0.75,0.0011,1.0E-4,88.5708238887835
0.0011210526315789473,0.75,0.0011,2.0E-4,5.535676493048302
0.0011210526315789473,0.75,0.0011,3.0000000000000003E-4,1.0934669615899868
0.0011210526315789473,0.75,0.0011,4.0E-4,0.34597978081560427
0.0011210526315789473,0.75,0.0011,5.0E-4,0.1417133182220613
0.0011210526315789473,0.75,0.0012000000000000001,1.0E-4,78.04318560105766
0.0011210526315789473,0.75,0.0012000000000000001,2.0E-4,4.8776991000657075
0.0011210526315789473,0.75,0.0012000000000000001,3.0000000000000003E-4,0.9634961185314567
0.0011210526315789473,0.75,0.0012000000000000001,4.0E-4,0.3048561937540975
0.0011210526315789473,0.75,0.0012000000000000001,5.0E-4,0.12486909696168118
0.0011210526315789473,0.75,0.0013,1.0E-4,71.14760890511117
0.0011210526315789473,0.75,0.0013,2.0E-4,4.446725556569186
0.0011210526315789473,0.75,0.0013,3.0000000000000003E-4,0.878365542038402
0.0011210526315789473,0.75,0.0013,4.0E-4,0.27792034728553305
0.0011210526315789473,0.75,0.0013,5.0E-4,0.11383617424817079
0.0011210526315789473,0.75,0.0014000000000000002,1.0E-4,66.16427061042997
0.0011210526315789473,0.75,0.0014000000000000002,2.0E-4,4.135266913151044
0.0011210526315789473,0.75,0.0014000000000000002,3.0000000000000003E-4,0.8168428470421876
0.0011210526315789473,0.75,0.0014000000000000002,4.0E-4,0.25845418207195875
0.0011210526315789473,0.75,0.0014000000000000002,5.0E-4,0.1058628329766865
0.0011210526315789473,0.75,0.0015,1.0E-4,61.74802758278931
0.0011210526315789473,0.75,0.0015,2.0E-4,3.8592517239243254
0.0011210526315789473,0.75,0.0015,3.0000000000000003E-4,0.7623213281825482
0.0011210526315789473,0.75,0.0015,4.0E-4,0.24120323274521127
0.0011210526315789473,0.75,0.0015,5.0E-4,0.09879684413243871
0.0011210526315789473,1,5.0E-4,1.0E-4,317.10905877848614
0.0011210526315789473,1,5.0E-4,2.0E-4,19.819316173659885
0.0011210526315789473,1,5.0E-4,3.0000000000000003E-4,3.9149266515862386
0.0011210526315789473,1,5.0E-4,4.0E-4,1.238707260853951
0.0011210526315789473,1,5.0E-4,5.0E-4,0.5073744940457726
0.0011210526315789473,1,6.000000000000001E-4,1.0E-4,282.9542855557256
0.0011210526315789473,1,6.000000000000001E-4,2.0E-4,17.68464284723353
0.0011210526315789473,1,6.000000000000001E-4,3.0000000000000003E-4,3.493262784638067
0.0011210526315789473,1,6.000000000000001E-4,4.0E-4,1.1052901779520532
0.0011210526315789473,1,6.000000000000001E-4,5.0E-4,0.4527268568890938
0.0011210526315789473,1,7.0E-4,1.0E-4,251.27000294277917
0.0011210526315789473,1,7.0E-4,2.0E-4,15.704375183923476
0.0011210526315789473,1,7.0E-4,3.0000000000000003E-4,3.1020988017632742
0.0011210526315789473,1,7.0E-4,4.0E-4,0.9815234489953403
0.0011210526315789473,1,7.0E-4,5.0E-4,0.402032004708836
0.0011210526315789473,1,8.0E-4,1.0E-4,232.44700376089517
0.0011210526315789473,1,8.0E-4,2.0E-4,14.52793773505421
0.0011210526315789473,1,8.0E-4,3.0000000000000003E-4,2.8697160958133043
0.0011210526315789473,1,8.0E-4,4.0E-4,0.9079961084409968
0.0011210526315789473,1,8.0E-4,5.0E-4,0.3719152060174345
0.0011210526315789473,1,9.0E-4,1.0E-4,205.84497093826204
0.0011210526315789473,1,9.0E-4,2.0E-4,12.865310683641724
0.0011210526315789473,1,9.0E-4,3.0000000000000003E-4,2.5412959375094926
0.0011210526315789473,1,9.0E-4,4.0E-4,0.8040819177275746
0.0011210526315789473,1,9.0E-4,5.0E-4,0.32935195350122
0.0011210526315789473,1,0.001,1.0E-4,180.56398916743285
0.0011210526315789473,1,0.001,2.0E-4,11.285249322965527
0.0011210526315789473,1,0.001,3.0000000000000003E-4,2.2291850514508207
0.0011210526315789473,1,0.001,4.0E-4,0.7053280826853454
0.0011210526315789473,1,0.001,5.0E-4,0.2889023826679852
0.0011210526315789473,1,0.0011,1.0E-4,157.45924246897846
0.0011210526315789473,1,0.0011,2.0E-4,9.841202654311868
0.0011210526315789473,1,0.0011,3.0000000000000003E-4,1.943941265048753
0.0011210526315789473,1,0.0011,4.0E-4,0.6150751658944917
0.0011210526315789473,1,0.0011,5.0E-4,0.2519347879503454
0.0011210526315789473,1,0.0012000000000000001,1.0E-4,138.7434410685454
0.0011210526315789473,1,0.0012000000000000001,2.0E-4,8.671465066783101
0.0011210526315789473,1,0.0012000000000000001,3.0000000000000003E-4,1.712881988500366
0.0011210526315789473,1,0.0012000000000000001,4.0E-4,0.5419665666739663
0.0011210526315789473,1,0.0012000000000000001,5.0E-4,0.22198950570939308
0.0011210526315789473,1,0.0013,1.0E-4,126.48463805351264
0.0011210526315789473,1,0.0013,2.0E-4,7.90528987834454
0.0011210526315789473,1,0.0013,3.0000000000000003E-4,1.56153874140152
0.0011210526315789473,1,0.0013,4.0E-4,0.4940806173965771
0.0011210526315789473,1,0.0013,5.0E-4,0.2023754208856205
0.0011210526315789473,1,0.0014000000000000002,1.0E-4,117.62536997409379
0.0011210526315789473,1,0.0014000000000000002,2.0E-4,7.351585623381082
0.0011210526315789473,1,0.0014000000000000002,3.0000000000000003E-4,1.452165061408611
0.0011210526315789473,1,0.0014000000000000002,4.0E-4,0.4594741014613176
0.0011210526315789473,1,0.0014000000000000002,5.0E-4,0.18820059195858047
0.0011210526315789473,1,0.0015,1.0E-4,109.77427125828225
0.0011210526315789473,1,0.0015,2.0E-4,6.860891953642641
0.0011210526315789473,1,0.0015,3.0000000000000003E-4,1.3552379167686206
0.0011210526315789473,1,0.0015,4.0E-4,0.42880574710266506
0.0011210526315789473,1,0.0015,5.0E-4,0.17563883401321398
0.0011210526315789473,1.25,5.0E-4,1.0E-4,495.4829043413856
0.0011210526315789473,1.25,5.0E-4,2.0E-4,30.96768152134873
0.0011210526315789473,1.25,5.0E-4,3.0000000000000003E-4,6.117072893104961
0.0011210526315789473,1.25,5.0E-4,4.0E-4,1.935480095084283
0.0011210526315789473,1.25,5.0E-4,5.0E-4,0.7927726469464004
0.0011210526315789473,1.25,6.000000000000001E-4,1.0E-4,442.1160711808367
0.0011210526315789473,1.25,6.000000000000001E-4,2.0E-4,27.632254448802293
0.0011210526315789473,1.25,6.000000000000001E-4,3.0000000000000003E-4,5.45822310099798
0.0011210526315789473,1.25,6.000000000000001E-4,4.0E-4,1.7270159030498256
0.0011210526315789473,1.25,6.000000000000001E-4,5.0E-4,0.7073857138892071
0.0011210526315789473,1.25,7.0E-4,1.0E-4,392.6093795981625
0.0011210526315789473,1.25,7.0E-4,2.0E-4,24.53808622488051
0.0011210526315789473,1.25,7.0E-4,3.0000000000000003E-4,4.847029377758954
0.0011210526315789473,1.25,7.0E-4,4.0E-4,1.5336303890565202
0.0011210526315789473,1.25,7.0E-4,5.0E-4,0.6281750073570634
0.0011210526315789473,1.25,8.0E-4,1.0E-4,363.1984433763096
0.0011210526315789473,1.25,8.0E-4,2.0E-4,22.699902711025423
0.0011210526315789473,1.25,8.0E-4,3.0000000000000003E-4,4.483931399708727
0.0011210526315789473,1.25,8.0E-4,4.0E-4,1.418743919439067
0.0011210526315789473,1.25,8.0E-4,5.0E-4,0.5811175094022504
0.0011210526315789473,1.25,9.0E-4,1.0E-4,321.6327670910555
0.0011210526315789473,1.25,9.0E-4,2.0E-4,20.102047943190968
0.0011210526315789473,1.25,9.0E-4,3.0000000000000003E-4,3.970774902358572
0.0011210526315789473,1.25,9.0E-4,4.0E-4,1.2563779964493513
0.0011210526315789473,1.25,9.0E-4,5.0E-4,0.5146124273456689
0.0011210526315789473,1.25,0.001,1.0E-4,282.13123307411337
0.0011210526315789473,1.25,0.001,2.0E-4,17.63320206713863
0.0011210526315789473,1.25,0.001,3.0000000000000003E-4,3.4831016428914157
0.0011210526315789473,1.25,0.001,4.0E-4,1.1020751291957553
0.0011210526315789473,1.25,0.001,5.0E-4,0.45140997291873075
0.0011210526315789473,1.25,0.0011,1.0E-4,246.03006635776285
0.0011210526315789473,1.25,0.0011,2.0E-4,15.37687914735724
0.0011210526315789473,1.25,0.0011,3.0000000000000003E-4,3.0374082266395854
0.0011210526315789473,1.25,0.0011,4.0E-4,0.9610549467101839
0.0011210526315789473,1.25,0.0011,5.0E-4,0.3936481061723455
0.0011210526315789473,1.25,0.0012000000000000001,1.0E-4,216.78662666960403
0.0011210526315789473,1.25,0.0012000000000000001,2.0E-4,13.549164166849074
0.0011210526315789473,1.25,0.0012000000000000001,3.0000000000000003E-4,2.676378107031883
0.0011210526315789473,1.25,0.0012000000000000001,4.0E-4,0.8468227604280745
0.0011210526315789473,1.25,0.0012000000000000001,5.0E-4,0.3468586026714129
0.0011210526315789473,1.25,0.0013,1.0E-4,197.6322469586407
0.0011210526315789473,1.25,0.0013,2.0E-4,12.352015434915044
0.0011210526315789473,1.25,0.0013,3.0000000000000003E-4,2.4399042834396756
0.0011210526315789473,1.25,0.0013,4.0E-4,0.7720009646820825
0.0011210526315789473,1.25,0.0013,5.0E-4,0.31621159513377767
0.0011210526315789473,1.25,0.0014000000000000002,1.0E-4,183.78964058452743
0.0011210526315789473,1.25,0.0014000000000000002,2.0E-4,11.486852536532972
0.0011210526315789473,1.25,0.0014000000000000002,3.0000000000000003E-4,2.2690079084509636
0.0011210526315789473,1.25,0.0014000000000000002,4.0E-4,0.7179282835331715
0.0011210526315789473,1.25,0.0014000000000000002,5.0E-4,0.29406342493516074
0.0011210526315789473,1.25,0.0015,1.0E-4,171.52229884099896
0.0011210526315789473,1.25,0.0015,2.0E-4,10.720143677562435
0.0011210526315789473,1.25,0.0015,3.0000000000000003E-4,2.1175592449515004
0.0011210526315789473,1.25,0.0015,4.0E-4,0.6700089798477668
0.0011210526315789473,1.25,0.0015,5.0E-4,0.27443567814566283
0.0011210526315789473,1.5,5.0E-4,1.0E-4,713.4953822517613
0.0011210526315789473,1.5,5.0E-4,2.0E-4,44.59346139073508
0.0011210526315789473,1.5,5.0E-4,3.0000000000000003E-4,8.808584966071114
0.0011210526315789473,1.5,5.0E-4,4.0E-4,2.7870913369203807
0.0011210526315789473,1.5,5.0E-4,5.0E-4,1.1415926116029929
0.0011210526315789473,1.5,6.000000000000001E-4,1.0E-4,636.6471425004036
0.0011210526315789473,1.5,6.000000000000001E-4,2.0E-4,39.79044640627325
0.0011210526315789473,1.5,6.000000000000001E-4,3.0000000000000003E-4,7.859841265436784
0.0011210526315789473,1.5,6.000000000000001E-4,4.0E-4,2.4869029003917613
0.0011210526315789473,1.5,6.000000000000001E-4,5.0E-4,1.018635428000296
0.0011210526315789473,1.5,7.0E-4,1.0E-4,565.3575066213704
0.0011210526315789473,1.5,7.0E-4,2.0E-4,35.33484416383578
0.0011210526315789473,1.5,7.0E-4,3.0000000000000003E-4,6.979722303964988
0.0011210526315789473,1.5,7.0E-4,4.0E-4,2.2084277602392453
0.0011210526315789473,1.5,7.0E-4,5.0E-4,0.9045720105940063
0.0011210526315789473,1.5,8.0E-4,1.0E-4,523.0057584620237
0.0011210526315789473,1.5,8.0E-4,2.0E-4,32.6878599038757
0.0011210526315789473,1.5,8.0E-4,3.0000000000000003E-4,6.4568612155799086
0.0011210526315789473,1.5,8.0E-4,4.0E-4,2.042991243992079
0.0011210526315789473,1.5,8.0E-4,5.0E-4,0.8368092135391576
0.0011210526315789473,1.5,9.0E-4,1.0E-4,463.15118461111894
0.0011210526315789473,1.5,9.0E-4,2.0E-4,28.946949038194212
0.0011210526315789473,1.5,9.0E-4,3.0000000000000003E-4,5.717915859396365
0.0011210526315789473,1.5,9.0E-4,4.0E-4,1.8091843148870537
0.0011210526315789473,1.5,9.0E-4,5.0E-4,0.741041895377766
0.0011210526315789473,1.5,0.001,1.0E-4,406.2689756269139
0.0011210526315789473,1.5,0.001,2.0E-4,25.391810976670197
0.0011210526315789473,1.5,0.001,3.0000000000000003E-4,5.015666365762039
0.0011210526315789473,1.5,0.001,4.0E-4,1.5869881860424095
0.0011210526315789473,1.5,0.001,5.0E-4,0.6500303610029955
0.0011210526315789473,1.5,0.0011,1.0E-4,354.2832955551784
0.0011210526315789473,1.5,0.0011,2.0E-4,22.14270597219321
0.0011210526315789473,1.5,0.0011,3.0000000000000003E-4,4.373867846360238
0.0011210526315789473,1.5,0.0011,4.0E-4,1.383919123262417
0.0011210526315789473,1.5,0.0011,5.0E-4,0.5668532728881763
0.0011210526315789473,1.5,0.0012000000000000001,1.0E-4,312.17274240423063
0.0011210526315789473,1.5,0.0012000000000000001,2.0E-4,19.51079640026203
0.0011210526315789473,1.5,0.0012000000000000001,3.0000000000000003E-4,3.8539844741262526
0.0011210526315789473,1.5,0.0012000000000000001,4.0E-4,1.219424775016526
0.0011210526315789473,1.5,0.0012000000000000001,5.0E-4,0.49947638784672216
0.0011210526315789473,1.5,0.0013,1.0E-4,284.59043562040466
0.0011210526315789473,1.5,0.0013,2.0E-4,17.786902226276744
0.0011210526315789473,1.5,0.0013,3.0000000000000003E-4,3.5134621681530978
0.0011210526315789473,1.5,0.0013,4.0E-4,1.1116813891422057
0.0011210526315789473,1.5,0.0013,5.0E-4,0.4553446969926408
0.0011210526315789473,1.5,0.0014000000000000002,1.0E-4,264.657082441671
0.0011210526315789473,1.5,0.0014000000000000002,2.0E-4,16.541067652607474
0.0011210526315789473,1.5,0.0014000000000000002,3.0000000000000003E-4,3.2673713881689257
0.0011210526315789473,1.5,0.0014000000000000002,4.0E-4,1.0338167282876884
0.0011210526315789473,1.5,0.0014000000000000002,5.0E-4,0.4234513319066384
0.0011210526315789473,1.5,0.0015,1.0E-4,246.99211033114238
0.0011210526315789473,1.5,0.0015,2.0E-4,15.437006895696399
0.0011210526315789473,1.5,0.0015,3.0000000000000003E-4,3.04928531272865
0.0011210526315789473,1.5,0.0015,4.0E-4,0.9648129309810813
0.0011210526315789473,1.5,0.0015,5.0E-4,0.3951873765298541
0.0021421052631578944,0.25,5.0E-4,1.0E-4,27.250087309191034
0.0021421052631578944,0.25,5.0E-4,2.0E-4,1.7031304568246135
0.0021421052631578944,0.25,5.0E-4,3.0000000000000003E-4,0.33642083097766595
0.0021421052631578944,0.25,5.0E-4,4.0E-4,0.10644565355152752
0.0021421052631578944,0.25,5.0E-4,5.0E-4,0.043600139694706316
0.0021421052631578944,0.25,6.000000000000001E-4,1.0E-4,25.598384786460045
0.0021421052631578944,0.25,6.000000000000001E-4,2.0E-4,1.599899049153747
0.0021421052631578944,0.25,6.000000000000001E-4,3.0000000000000003E-4,0.3160294418081463
0.0021421052631578944,0.25,6.000000000000001E-4,4.0E-4,0.09999369057210956
0.0021421052631578944,0.25,6.000000000000001E-4,5.0E-4,0.04095741565833591
0.0021421052631578944,0.25,7.0E-4,1.0E-4,23.975478946804714
0.0021421052631578944,0.25,7.0E-4,2.0E-4,1.4984674341753512
0.0021421052631578944,0.25,7.0E-4,3.0000000000000003E-4,0.29599356724447745
0.0021421052631578944,0.25,7.0E-4,4.0E-4,0.09365421463596546
0.0021421052631578944,0.25,7.0E-4,5.0E-4,0.0383607663148844
0.0021421052631578944,0.25,8.0E-4,1.0E-4,22.416464325657312
0.0021421052631578944,0.25,8.0E-4,2.0E-4,1.4010290203535178
0.0021421052631578944,0.25,8.0E-4,3.0000000000000003E-4,0.27674647315625184
0.0021421052631578944,0.25,8.0E-4,4.0E-4,0.08756431377209793
0.0021421052631578944,0.25,8.0E-4,5.0E-4,0.03586634292105026
0.0021421052631578944,0.25,9.0E-4,1.0E-4,20.892945302077862
0.0021421052631578944,0.25,9.0E-4,2.0E-4,1.305809081379905
0.0021421052631578944,0.25,9.0E-4,3.0000000000000003E-4,0.25793759632204827
0.0021421052631578944,0.25,9.0E-4,4.0E-4,0.0816130675862431
0.0021421052631578944,0.25,9.0E-4,5.0E-4,0.03342871248332244
0.0021421052631578944,0.25,0.001,1.0E-4,19.297757737293917
0.0021421052631578944,0.25,0.001,2.0E-4,1.2061098585808714
0.0021421052631578944,0.25,0.001,3.0000000000000003E-4,0.23824392268266673
0.0021421052631578944,0.25,0.001,4.0E-4,0.0753818661613044
0.0021421052631578944,0.25,0.001,5.0E-4,0.030876412379672882
0.0021421052631578944,0.25,0.0011,1.0E-4,17.650811714146354
0.0021421052631578944,0.25,0.0011,2.0E-4,1.103175732134147
0.0021421052631578944,0.25,0.0011,3.0000000000000003E-4,0.2179112557301625
0.0021421052631578944,0.25,0.0011,4.0E-4,0.06894848325837068
0.0021421052631578944,0.25,0.0011,5.0E-4,0.028241298742633668
0.0021421052631578944,0.25,0.0012000000000000001,1.0E-4,16.09392016680051
0.0021421052631578944,0.25,0.0012000000000000001,2.0E-4,1.0058700104252654
0.0021421052631578944,0.25,0.0012000000000000001,3.0000000000000003E-4,0.19869037242963195
0.0021421052631578944,0.25,0.0012000000000000001,4.0E-4,0.06286687565156165
0.0021421052631578944,0.25,0.0012000000000000001,5.0E-4,0.025750272266879634
0.0021421052631578944,0.25,0.0013,1.0E-4,14.603127970080171
0.0021421052631578944,0.25,0.0013,2.0E-4,0.9126954981300733
0.0021421052631578944,0.25,0.0013,3.0000000000000003E-4,0.18028553049481696
0.0021421052631578944,0.25,0.0013,4.0E-4,0.05704346863312567
0.0021421052631578944,0.25,0.0013,5.0E-4,0.023365004752127997
0.0021421052631578944,0.25,0.0014000000000000002,1.0E-4,13.196778767365883
0.0021421052631578944,0.25,0.0014000000000000002,2.0E-4,0.8247986729602935
0.0021421052631578944,0.25,0.0014000000000000002,3.0000000000000003E-4,0.1629231946588917
0.0021421052631578944,0.25,0.0014000000000000002,4.0E-4,0.05154991706002982
0.0021421052631578944,0.25,0.0014000000000000002,5.0E-4,0.02111484602778809
0.0021421052631578944,0.25,0.0015,1.0E-4,11.884209458154706
0.0021421052631578944,0.25,0.0015,2.0E-4,0.742763091134666
0.0021421052631578944,0.25,0.0015,3.0000000000000003E-4,0.14671863528584914
0.0021421052631578944,0.25,0.0015,4.0E-4,0.04642269319591249
0.0021421052631578944,0.25,0.0015,5.0E-4,0.019014735133047515
0.0021421052631578944,0.5,5.0E-4,1.0E-4,109.00034923676003
0.0021421052631578944,0.5,5.0E-4,2.0E-4,6.812521827297424
0.0021421052631578944,0.5,5.0E-4,3.0000000000000003E-4,1.345683323910806
0.0021421052631578944,0.5,5.0E-4,4.0E-4,0.4257826142061099
0.0021421052631578944,0.5,5.0E-4,5.0E-4,0.17440055877882524
0.0021421052631578944,0.5,6.000000000000001E-4,1.0E-4,102.39353914583977
0.0021421052631578944,0.5,6.000000000000001E-4,2.0E-4,6.399596196615001
0.0021421052631578944,0.5,6.000000000000001E-4,3.0000000000000003E-4,1.264117767232593
0.0021421052631578944,0.5,6.000000000000001E-4,4.0E-4,0.39997476228843754
0.0021421052631578944,0.5,6.000000000000001E-4,5.0E-4,0.16382966263334325
0.0021421052631578944,0.5,7.0E-4,1.0E-4,95.90191578721088
0.0021421052631578944,0.5,7.0E-4,2.0E-4,5.99386973670068
0.0021421052631578944,0.5,7.0E-4,3.0000000000000003E-4,1.1839742689779444
0.0021421052631578944,0.5,7.0E-4,4.0E-4,0.3746168585438923
0.0021421052631578944,0.5,7.0E-4,5.0E-4,0.15344306525955612
0.0021421052631578944,0.5,8.0E-4,1.0E-4,89.66585730262514
0.0021421052631578944,0.5,8.0E-4,2.0E-4,5.604116081413939
0.0021421052631578944,0.5,8.0E-4,3.0000000000000003E-4,1.1069858926250087
0.0021421052631578944,0.5,8.0E-4,4.0E-4,0.35025725508838274
0.0021421052631578944,0.5,8.0E-4,5.0E-4,0.1434653716842068
0.0021421052631578944,0.5,9.0E-4,1.0E-4,83.57178120831392
0.0021421052631578944,0.5,9.0E-4,2.0E-4,5.223236325519292
0.0021421052631578944,0.5,9.0E-4,3.0000000000000003E-4,1.0317503852877952
0.0021421052631578944,0.5,9.0E-4,4.0E-4,0.32645227034497626
0.0021421052631578944,0.5,9.0E-4,5.0E-4,0.13371484993330188
0.0021421052631578944,0.5,0.001,1.0E-4,77.1910309491823
0.0021421052631578944,0.5,0.001,2.0E-4,4.82443943432355
0.0021421052631578944,0.5,0.001,3.0000000000000003E-4,0.9529756907306443
0.0021421052631578944,0.5,0.001,4.0E-4,0.30152746464523095
0.0021421052631578944,0.5,0.001,5.0E-4,0.12350564951865296
0.0021421052631578944,0.5,0.0011,1.0E-4,70.60324685658362
0.0021421052631578944,0.5,0.0011,2.0E-4,4.412702928538166
0.0021421052631578944,0.5,0.0011,3.0000000000000003E-4,0.8716450229207845
0.0021421052631578944,0.5,0.0011,4.0E-4,0.2757939330335298
0.0021421052631578944,0.5,0.0011,5.0E-4,0.11296519497051459
